epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,201.274,0.86876,0.80421,1.23106,0.96145,0.96815,0.97316,0.85863,0.52034,0.47814,1.03875,0.00129568,0.00129568,0.00129568
20,211.819,0.80765,0.75374,1.20936,0.97901,0.98125,0.97919,0.90089,0.46044,0.40104,1.01133,0.00127505,0.00127505,0.00127505
21,222.371,0.80671,0.76007,1.20312,0.96776,0.97459,0.97489,0.89266,0.46026,0.39568,1.01979,0.00125442,0.00125442,0.00125442
22,232.801,0.7717,0.73403,1.18237,0.97118,0.975,0.97858,0.89096,0.46794,0.38754,1.0143,0.00123379,0.00123379,0.00123379
23,243.313,0.76513,0.71202,1.1881,0.96557,0.975,0.98021,0.8895,0.49523,0.40974,1.06196,0.00121316,0.00121316,0.00121316
24,253.762,0.81184,0.7182,1.2062,0.96713,0.9716,0.97798,0.87061,0.50095,0.45623,1.02363,0.00119253,0.00119253,0.00119253
25,264.228,0.80004,0.73026,1.20351,0.97405,0.97379,0.97352,0.88746,0.44378,0.38158,0.99528,0.0011719,0.0011719,0.0011719
26,274.785,0.75286,0.71202,1.17617,0.9869,0.975,0.97956,0.88107,0.50801,0.41154,1.03805,0.00115127,0.00115127,0.00115127
27,285.372,0.73907,0.71192,1.16571,0.97865,0.96839,0.97896,0.91001,0.43373,0.37446,0.9857,0.00113064,0.00113064,0.00113064
28,296.353,0.75091,0.70273,1.18001,0.95098,0.96921,0.97503,0.88912,0.46244,0.434,1.0212,0.00111001,0.00111001,0.00111001
29,306.802,0.71353,0.66813,1.14423,0.95525,0.96875,0.97683,0.89204,0.45221,0.39635,1.00054,0.00108938,0.00108938,0.00108938
30,317.271,0.73232,0.67604,1.16561,0.97001,0.97191,0.97837,0.89509,0.43101,0.34705,0.96493,0.00106876,0.00106876,0.00106876
31,327.855,0.69444,0.63735,1.139,0.972,0.98,0.97906,0.89103,0.4507,0.35438,0.98856,0.00104813,0.00104813,0.00104813
32,338.48,0.71372,0.68414,1.16376,0.98038,0.97427,0.97827,0.90747,0.41732,0.33652,0.9727,0.0010275,0.0010275,0.0010275
33,349.26,0.68541,0.63398,1.13326,0.97914,0.97902,0.98124,0.91294,0.39841,0.36273,0.95,0.00100687,0.00100687,0.00100687
34,360.003,0.69784,0.6289,1.16259,0.99234,0.9661,0.97931,0.91117,0.40359,0.3685,0.96039,0.000986239,0.000986239,0.000986239
35,370.747,0.67745,0.62752,1.13627,0.98631,0.96646,0.98014,0.91647,0.38939,0.33018,0.95382,0.00096561,0.00096561,0.00096561
36,381.252,0.69961,0.66976,1.14916,0.98465,0.97947,0.97912,0.91316,0.40612,0.32477,0.95999,0.000944981,0.000944981,0.000944981
37,391.682,0.70745,0.65015,1.14842,0.97934,0.97135,0.98336,0.91183,0.42112,0.33865,0.97221,0.000924352,0.000924352,0.000924352
38,402.461,0.68059,0.63529,1.13837,0.97885,0.98125,0.98564,0.91319,0.38129,0.36051,0.94296,0.000903722,0.000903722,0.000903722
39,413.092,0.61757,0.58438,1.09633,0.98115,0.9781,0.98172,0.9264,0.36729,0.30113,0.94064,0.000883093,0.000883093,0.000883093
40,423.531,0.6272,0.58828,1.09627,0.98055,0.96231,0.97982,0.92666,0.33971,0.30755,0.93387,0.000862464,0.000862464,0.000862464
41,434.318,0.62417,0.58734,1.10674,0.98667,0.98007,0.98092,0.92136,0.35737,0.30595,0.94108,0.000841835,0.000841835,0.000841835
42,445.012,0.64472,0.62788,1.11887,0.98371,0.98125,0.98249,0.92247,0.37063,0.29723,0.94994,0.000821206,0.000821206,0.000821206
43,455.625,0.61417,0.57378,1.10906,0.97989,0.975,0.97912,0.91961,0.35298,0.29997,0.94037,0.000800577,0.000800577,0.000800577
44,466.324,0.60563,0.54841,1.09099,0.98644,0.97977,0.97981,0.92523,0.33614,0.285,0.92773,0.000779948,0.000779948,0.000779948
45,476.793,0.61803,0.57564,1.09175,0.97961,0.97438,0.98061,0.93871,0.30401,0.27477,0.88996,0.000759318,0.000759318,0.000759318
46,487.306,0.59523,0.55009,1.08422,0.97277,0.975,0.98299,0.93018,0.34292,0.298,0.9202,0.000738689,0.000738689,0.000738689
47,497.733,0.59202,0.54135,1.08636,0.96795,0.97374,0.97874,0.93457,0.32101,0.30308,0.90014,0.00071806,0.00071806,0.00071806
48,508.357,0.60265,0.55772,1.09267,0.9798,0.97383,0.9781,0.93961,0.31601,0.28805,0.90445,0.000697431,0.000697431,0.000697431
49,519.118,0.59168,0.55792,1.10275,0.99038,0.9625,0.97938,0.93638,0.32267,0.27522,0.90959,0.000676802,0.000676802,0.000676802
50,529.69,0.56143,0.51128,1.07817,0.99158,0.96193,0.9789,0.94092,0.29869,0.26422,0.89115,0.000656173,0.000656173,0.000656173
51,540.438,0.56604,0.54555,1.07912,0.97838,0.97426,0.97899,0.93533,0.31642,0.28698,0.89411,0.000635544,0.000635544,0.000635544
52,550.924,0.57169,0.55395,1.07968,0.97888,0.97446,0.98438,0.9381,0.31122,0.25852,0.88506,0.000614915,0.000614915,0.000614915
53,561.68,0.54912,0.50694,1.07782,0.98505,0.97445,0.98665,0.93489,0.30792,0.25888,0.89006,0.000594286,0.000594286,0.000594286
54,572.213,0.56736,0.53314,1.07613,0.97932,0.9739,0.98348,0.94361,0.3063,0.27196,0.88401,0.000573656,0.000573656,0.000573656
55,582.97,0.5205,0.46801,1.04267,0.9783,0.97422,0.97831,0.94767,0.27304,0.25785,0.88297,0.000553027,0.000553027,0.000553027
56,594.473,0.55123,0.51198,1.07187,0.98568,0.96404,0.97977,0.94364,0.28226,0.26478,0.88476,0.000532398,0.000532398,0.000532398
57,605.602,0.51381,0.49482,1.04483,0.99142,0.96811,0.98519,0.94606,0.28978,0.24661,0.88168,0.000511769,0.000511769,0.000511769
58,616.528,0.53599,0.47964,1.05977,0.99175,0.96653,0.98254,0.94657,0.28891,0.25041,0.8842,0.00049114,0.00049114,0.00049114
59,627.466,0.5215,0.48701,1.05438,0.98504,0.98113,0.9816,0.94606,0.28132,0.25055,0.89092,0.000470511,0.000470511,0.000470511
60,639.522,0.53417,0.48583,1.05837,0.98991,0.9625,0.98219,0.94973,0.25219,0.25278,0.86217,0.000449882,0.000449882,0.000449882
61,651.668,0.50735,0.47686,1.05481,0.99251,0.96792,0.98096,0.94654,0.25555,0.23547,0.86239,0.000429253,0.000429253,0.000429253
62,662.668,0.50129,0.45495,1.04836,0.99177,0.9625,0.98462,0.94941,0.25141,0.23187,0.86205,0.000408623,0.000408623,0.000408623
63,673.273,0.51847,0.48871,1.05171,0.98636,0.96875,0.9784,0.94014,0.27662,0.24448,0.88099,0.000387994,0.000387994,0.000387994
64,684.079,0.50393,0.49085,1.061,0.98997,0.96379,0.98658,0.95133,0.25129,0.23201,0.86614,0.000367365,0.000367365,0.000367365
65,695.048,0.49786,0.45474,1.04375,0.99534,0.96156,0.98488,0.95372,0.25326,0.23956,0.85741,0.000346736,0.000346736,0.000346736
66,705.916,0.4971,0.47657,1.04431,0.99545,0.9625,0.98088,0.95616,0.24347,0.23436,0.85126,0.000326107,0.000326107,0.000326107
67,716.688,0.47702,0.46066,1.03666,0.98713,0.98102,0.9866,0.95483,0.24157,0.22727,0.84925,0.000305478,0.000305478,0.000305478
68,727.392,0.45352,0.45274,1.03148,0.98317,0.98059,0.98679,0.95407,0.23902,0.2216,0.85658,0.000284849,0.000284849,0.000284849
69,738.087,0.46171,0.44935,1.02603,0.99638,0.9625,0.98583,0.95713,0.23719,0.22237,0.85023,0.00026422,0.00026422,0.00026422
70,748.853,0.45591,0.43776,1.02464,0.99215,0.9625,0.98477,0.95661,0.22602,0.22279,0.84291,0.00024359,0.00024359,0.00024359
71,775.184,0.27745,0.27451,0.9137,0.98594,0.96537,0.98455,0.95561,0.2189,0.21396,0.84282,0.000222961,0.000222961,0.000222961
72,785.757,0.27177,0.2702,0.92769,0.9884,0.96287,0.98674,0.95776,0.22545,0.2215,0.85544,0.000202332,0.000202332,0.000202332
73,796.339,0.27053,0.25819,0.92869,0.99434,0.95975,0.98713,0.96552,0.20443,0.2161,0.8238,0.000181703,0.000181703,0.000181703
74,807.015,0.25785,0.25268,0.90768,0.9912,0.9625,0.98842,0.96221,0.21398,0.21342,0.83806,0.000161074,0.000161074,0.000161074
75,817.688,0.24535,0.24776,0.90488,0.99302,0.9625,0.98759,0.96506,0.19567,0.20687,0.82478,0.000140445,0.000140445,0.000140445
76,828.31,0.23548,0.23505,0.89957,0.9895,0.96294,0.98386,0.96556,0.2081,0.20975,0.83624,0.000119816,0.000119816,0.000119816
77,839.144,0.22779,0.23157,0.88423,0.99041,0.9625,0.98747,0.96616,0.20045,0.20193,0.83463,9.91865e-05,9.91865e-05,9.91865e-05
78,849.909,0.2153,0.2219,0.88749,0.98926,0.9625,0.98552,0.96575,0.19136,0.20086,0.82786,7.85574e-05,7.85574e-05,7.85574e-05
79,860.427,0.22675,0.2236,0.9042,0.98042,0.97269,0.9893,0.96744,0.18753,0.19542,0.82649,5.79283e-05,5.79283e-05,5.79283e-05
80,870.91,0.22382,0.22401,0.9045,0.99101,0.9625,0.98709,0.96766,0.1829,0.18692,0.82125,3.72991e-05,3.72991e-05,3.72991e-05
