epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,297.795,0.77621,0.72085,1.19926,0.98563,0.98081,0.97962,0.87648,0.48807,0.41457,1.02356,0.00122141,0.00122141,0.00122141
29,308.375,0.73797,0.66198,1.16674,0.98426,0.96875,0.98575,0.88955,0.4499,0.38124,1.00792,0.00120491,0.00120491,0.00120491
30,318.917,0.71684,0.68136,1.16852,0.98621,0.96622,0.97842,0.90241,0.41572,0.37968,0.97093,0.0011884,0.0011884,0.0011884
31,329.546,0.70783,0.65124,1.14808,0.97702,0.96875,0.97887,0.89977,0.41476,0.3917,0.97307,0.0011719,0.0011719,0.0011719
32,340.075,0.74371,0.72045,1.18116,0.98997,0.94277,0.97977,0.90128,0.45185,0.37936,0.99169,0.0011554,0.0011554,0.0011554
33,350.687,0.7182,0.67812,1.15992,0.97334,0.97385,0.9749,0.90784,0.42555,0.37673,0.97879,0.00113889,0.00113889,0.00113889
34,361.367,0.73396,0.659,1.17573,0.98548,0.9625,0.98289,0.89505,0.43208,0.38721,0.97464,0.00112239,0.00112239,0.00112239
35,372.064,0.70092,0.63345,1.14357,0.99162,0.96492,0.97711,0.89574,0.43913,0.36324,0.9633,0.00110589,0.00110589,0.00110589
36,382.722,0.71764,0.67772,1.15786,0.98029,0.9796,0.98168,0.90717,0.40024,0.34665,0.96033,0.00108938,0.00108938,0.00108938
37,393.605,0.71207,0.67549,1.13932,0.98236,0.97189,0.98787,0.915,0.39801,0.33943,0.95793,0.00107288,0.00107288,0.00107288
38,404.499,0.67359,0.63265,1.13733,0.98362,0.96875,0.97462,0.89958,0.41086,0.36854,0.95758,0.00105638,0.00105638,0.00105638
39,415.421,0.6463,0.59822,1.11086,0.98397,0.96881,0.97857,0.9198,0.39947,0.3803,0.94975,0.00103987,0.00103987,0.00103987
40,426.187,0.63382,0.60783,1.10156,0.97873,0.975,0.98436,0.92744,0.35227,0.31662,0.93456,0.00102337,0.00102337,0.00102337
41,437.008,0.63991,0.59396,1.11433,0.99055,0.95625,0.98548,0.93137,0.3526,0.32902,0.91898,0.00100687,0.00100687,0.00100687
42,447.779,0.64724,0.63316,1.12802,0.98973,0.95625,0.9827,0.93045,0.3401,0.30164,0.90917,0.000990365,0.000990365,0.000990365
43,458.462,0.64956,0.58389,1.12916,0.97984,0.975,0.97969,0.92996,0.3506,0.31675,0.91593,0.000973861,0.000973861,0.000973861
44,469.081,0.62244,0.56041,1.10084,0.98287,0.96875,0.97978,0.92712,0.3727,0.32927,0.94015,0.000957358,0.000957358,0.000957358
45,479.951,0.64645,0.60564,1.11377,0.98101,0.96995,0.98484,0.92158,0.35763,0.31687,0.92311,0.000940855,0.000940855,0.000940855
46,490.638,0.62869,0.57475,1.09107,0.9868,0.9806,0.98996,0.92868,0.36085,0.3163,0.91301,0.000924352,0.000924352,0.000924352
47,501.414,0.6396,0.57543,1.11177,0.98703,0.9554,0.98511,0.93041,0.34023,0.32455,0.90345,0.000907848,0.000907848,0.000907848
48,512.153,0.6219,0.58404,1.09988,0.98872,0.95505,0.98532,0.94239,0.33047,0.31015,0.91307,0.000891345,0.000891345,0.000891345
49,523.116,0.62961,0.56935,1.11876,0.97662,0.96328,0.98575,0.94252,0.32883,0.30781,0.90456,0.000874842,0.000874842,0.000874842
50,534.005,0.5972,0.54892,1.09322,0.98271,0.96513,0.98088,0.91798,0.35413,0.31331,0.92433,0.000858338,0.000858338,0.000858338
51,544.607,0.59437,0.56921,1.0903,0.98029,0.9745,0.9802,0.92678,0.34007,0.30958,0.91261,0.000841835,0.000841835,0.000841835
52,555.358,0.6018,0.58298,1.09704,0.97995,0.975,0.98507,0.94037,0.31488,0.28944,0.9018,0.000825332,0.000825332,0.000825332
53,566.058,0.57405,0.53673,1.09213,0.98007,0.97153,0.9848,0.93102,0.34341,0.2874,0.91299,0.000808828,0.000808828,0.000808828
54,576.683,0.60429,0.57123,1.09348,0.97268,0.97406,0.98422,0.92464,0.34586,0.30385,0.90832,0.000792325,0.000792325,0.000792325
55,587.487,0.56605,0.5008,1.06105,0.97377,0.97499,0.98472,0.9372,0.31146,0.28219,0.88746,0.000775822,0.000775822,0.000775822
56,598.223,0.57855,0.53823,1.08621,0.98011,0.97217,0.9819,0.95237,0.28421,0.26716,0.88201,0.000759318,0.000759318,0.000759318
57,609.12,0.55886,0.5197,1.06136,0.98503,0.96875,0.98669,0.95161,0.28569,0.29917,0.87838,0.000742815,0.000742815,0.000742815
58,619.945,0.57888,0.535,1.07487,0.98013,0.97032,0.98791,0.94551,0.2898,0.25741,0.87441,0.000726312,0.000726312,0.000726312
59,630.801,0.56995,0.52663,1.07084,0.97067,0.97411,0.98523,0.95283,0.27905,0.255,0.87714,0.000709809,0.000709809,0.000709809
60,641.535,0.56941,0.51985,1.07521,0.97999,0.97025,0.98576,0.94878,0.2796,0.26518,0.87739,0.000693305,0.000693305,0.000693305
61,652.361,0.54261,0.50036,1.06573,0.98108,0.97439,0.98127,0.95495,0.26744,0.25818,0.86207,0.000676802,0.000676802,0.000676802
62,663.143,0.54589,0.49747,1.06775,0.97462,0.97405,0.98166,0.95091,0.26717,0.2629,0.85637,0.000660299,0.000660299,0.000660299
63,674.086,0.56957,0.51941,1.06912,0.98035,0.975,0.98744,0.94768,0.28634,0.2702,0.87527,0.000643795,0.000643795,0.000643795
64,684.892,0.57547,0.5321,1.09313,0.98107,0.97392,0.98412,0.95765,0.25612,0.2559,0.8684,0.000627292,0.000627292,0.000627292
65,695.771,0.5467,0.48778,1.06597,0.98018,0.97417,0.9813,0.95602,0.25717,0.25896,0.85691,0.000610789,0.000610789,0.000610789
66,706.517,0.54707,0.50899,1.06777,0.99271,0.96763,0.98804,0.95474,0.24901,0.26238,0.85756,0.000594286,0.000594286,0.000594286
67,717.269,0.54308,0.49773,1.06443,0.98739,0.97855,0.98685,0.95066,0.2679,0.25173,0.86613,0.000577782,0.000577782,0.000577782
68,728.148,0.52317,0.489,1.05789,0.99372,0.97263,0.98484,0.9457,0.29338,0.26173,0.87569,0.000561279,0.000561279,0.000561279
69,739.041,0.53093,0.48127,1.05202,0.98104,0.97215,0.98587,0.95967,0.24845,0.24176,0.8532,0.000544776,0.000544776,0.000544776
70,749.804,0.51195,0.46809,1.04909,0.9879,0.96295,0.98141,0.95278,0.24853,0.2465,0.85135,0.000528272,0.000528272,0.000528272
71,760.608,0.50405,0.457,1.04522,0.97988,0.97459,0.98118,0.94973,0.26376,0.24872,0.85814,0.000511769,0.000511769,0.000511769
72,771.494,0.51561,0.48513,1.06055,0.97971,0.97437,0.98465,0.95654,0.24544,0.24161,0.85738,0.000495266,0.000495266,0.000495266
73,782.183,0.50785,0.45971,1.05539,0.98038,0.97318,0.98617,0.95658,0.24976,0.23535,0.85662,0.000478762,0.000478762,0.000478762
74,792.98,0.47398,0.46332,1.02645,0.97891,0.97444,0.98886,0.96017,0.24469,0.23511,0.85067,0.000462259,0.000462259,0.000462259
75,803.877,0.49432,0.45201,1.04223,0.98672,0.97105,0.98812,0.95761,0.23849,0.23754,0.84914,0.000445756,0.000445756,0.000445756
76,814.92,0.49706,0.4677,1.03605,0.98665,0.97125,0.989,0.95837,0.2406,0.24399,0.83797,0.000429253,0.000429253,0.000429253
77,825.771,0.50328,0.48435,1.04715,0.99111,0.96374,0.98248,0.95889,0.21429,0.23113,0.82611,0.000412749,0.000412749,0.000412749
78,836.448,0.48365,0.46234,1.03607,0.99094,0.96343,0.98847,0.95786,0.23774,0.22782,0.84168,0.000396246,0.000396246,0.000396246
79,847.298,0.48323,0.45565,1.0455,0.98723,0.97993,0.99153,0.96207,0.23195,0.21715,0.83907,0.000379743,0.000379743,0.000379743
80,858.18,0.46468,0.42109,1.02641,0.99049,0.9625,0.98857,0.96178,0.22758,0.22386,0.83718,0.000363239,0.000363239,0.000363239
81,868.948,0.49181,0.44145,1.04682,0.98576,0.963,0.98534,0.95795,0.22685,0.22118,0.84239,0.000346736,0.000346736,0.000346736
82,879.481,0.46686,0.43706,1.04017,0.98105,0.97344,0.98783,0.9539,0.24421,0.22999,0.86035,0.000330233,0.000330233,0.000330233
83,890.216,0.45481,0.41058,1.01827,0.98457,0.95922,0.98542,0.95575,0.24256,0.22699,0.86538,0.000313729,0.000313729,0.000313729
84,901.168,0.46439,0.42068,1.03581,0.99468,0.9625,0.98969,0.9615,0.22308,0.20813,0.8422,0.000297226,0.000297226,0.000297226
85,911.762,0.45231,0.4281,1.02731,0.98679,0.97774,0.98935,0.95222,0.25128,0.22957,0.86162,0.000280723,0.000280723,0.000280723
86,922.466,0.46612,0.42952,1.03197,0.98417,0.97441,0.98957,0.95844,0.22679,0.21517,0.8434,0.00026422,0.00026422,0.00026422
87,933.28,0.46249,0.44659,1.03986,0.98952,0.9625,0.99105,0.95996,0.2185,0.20166,0.84657,0.000247716,0.000247716,0.000247716
88,943.967,0.44841,0.41401,1.02731,0.97572,0.98517,0.99233,0.95677,0.23373,0.20499,0.84174,0.000231213,0.000231213,0.000231213
89,954.72,0.441,0.40842,1.01799,0.98714,0.98054,0.99217,0.96021,0.21957,0.20336,0.83295,0.00021471,0.00021471,0.00021471
90,965.445,0.46821,0.43549,1.03845,0.99011,0.9625,0.99003,0.96392,0.20838,0.20201,0.82971,0.000198206,0.000198206,0.000198206
91,993.062,0.24881,0.25229,0.90576,0.97784,0.97449,0.98708,0.96065,0.20468,0.20246,0.82648,0.000181703,0.000181703,0.000181703
92,1003.48,0.24901,0.23964,0.90697,0.9919,0.9625,0.98578,0.96606,0.19895,0.19106,0.82883,0.0001652,0.0001652,0.0001652
93,1014.1,0.23987,0.2373,0.89236,0.98912,0.9625,0.98938,0.96352,0.20087,0.19368,0.8266,0.000148696,0.000148696,0.000148696
94,1024.92,0.22694,0.22533,0.89681,0.98927,0.9625,0.98661,0.96244,0.18496,0.1803,0.81547,0.000132193,0.000132193,0.000132193
95,1035.6,0.21788,0.21959,0.87907,0.98873,0.96278,0.98661,0.96597,0.18169,0.18101,0.81477,0.00011569,0.00011569,0.00011569
96,1046.23,0.21651,0.22111,0.88543,0.98992,0.9625,0.98607,0.9651,0.18909,0.19158,0.82087,9.91865e-05,9.91865e-05,9.91865e-05
97,1056.82,0.21419,0.20696,0.88844,0.98805,0.9625,0.98188,0.96583,0.18079,0.19511,0.81239,8.26832e-05,8.26832e-05,8.26832e-05
98,1067.37,0.21529,0.21265,0.88638,0.98896,0.9625,0.98573,0.96682,0.18163,0.1907,0.81238,6.61799e-05,6.61799e-05,6.61799e-05
99,1078.11,0.20947,0.2149,0.8878,0.99082,0.9625,0.98641,0.96784,0.17891,0.17891,0.81215,4.96766e-05,4.96766e-05,4.96766e-05
100,1088.67,0.20335,0.20757,0.88614,0.99123,0.9625,0.98644,0.96615,0.1702,0.17647,0.80609,3.31733e-05,3.31733e-05,3.31733e-05
