epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,216.941,1.11364,1.14316,1.41301,0.89683,0.8419,0.87232,0.65526,0.94351,0.77233,1.4193,0.00139882,0.00139882,0.00139882
15,234.613,1.08841,1.11579,1.40506,0.916,0.80828,0.8681,0.64401,0.99113,0.79263,1.46904,0.00137819,0.00137819,0.00137819
16,251.74,1.10111,1.09893,1.40105,0.9064,0.85601,0.88498,0.71134,0.83298,0.65931,1.34718,0.00135756,0.00135756,0.00135756
17,269.455,1.0308,1.03702,1.35632,0.91573,0.86024,0.88471,0.70962,0.77184,0.64176,1.3081,0.00133693,0.00133693,0.00133693
18,287.039,1.02235,1.07216,1.3649,0.90099,0.82143,0.86609,0.68472,0.88364,0.71072,1.39528,0.0013163,0.0013163,0.0013163
19,304.492,1.02825,1.06285,1.35788,0.87977,0.8832,0.87923,0.72103,0.77281,0.67598,1.33986,0.00129568,0.00129568,0.00129568
20,322.157,0.96636,1.00501,1.3305,0.9055,0.84329,0.87004,0.72933,0.74566,0.64081,1.2984,0.00127505,0.00127505,0.00127505
21,339.921,0.98855,1.01546,1.33202,0.92862,0.86295,0.88388,0.74031,0.73006,0.58653,1.29534,0.00125442,0.00125442,0.00125442
22,357.527,1.03432,1.04329,1.35927,0.91473,0.87226,0.88613,0.74492,0.71941,0.71641,1.27625,0.00123379,0.00123379,0.00123379
23,375.168,1.00143,1.03537,1.36259,0.95329,0.85607,0.89739,0.74752,0.71736,0.56737,1.26625,0.00121316,0.00121316,0.00121316
24,393.108,0.9824,1.03271,1.3483,0.92327,0.86589,0.87815,0.73419,0.74506,0.66218,1.301,0.00119253,0.00119253,0.00119253
25,410.71,0.92035,0.91166,1.29957,0.89565,0.87177,0.88045,0.72437,0.79331,0.68206,1.33178,0.0011719,0.0011719,0.0011719
26,428.65,0.95026,0.97343,1.33083,0.93054,0.87347,0.88515,0.74517,0.74798,0.63616,1.30536,0.00115127,0.00115127,0.00115127
27,446.239,0.91835,0.90622,1.28285,0.95205,0.8739,0.89266,0.75709,0.69602,0.53906,1.24301,0.00113064,0.00113064,0.00113064
28,464.136,0.98182,0.98074,1.33457,0.93514,0.86589,0.88425,0.74058,0.72195,0.56318,1.27242,0.00111001,0.00111001,0.00111001
29,481.322,0.89675,0.91399,1.28785,0.94001,0.87999,0.89976,0.76322,0.69614,0.51686,1.26328,0.00108938,0.00108938,0.00108938
30,498.71,0.91253,0.92563,1.29809,0.92779,0.8947,0.90447,0.76451,0.67376,0.52851,1.25091,0.00106876,0.00106876,0.00106876
31,515.934,0.88238,0.92551,1.28394,0.9353,0.88542,0.89984,0.77816,0.66343,0.52068,1.24498,0.00104813,0.00104813,0.00104813
32,533.398,0.8625,0.89242,1.26506,0.94701,0.89069,0.90169,0.77348,0.63554,0.47761,1.21678,0.0010275,0.0010275,0.0010275
33,550.865,0.86721,0.87326,1.27203,0.9458,0.88722,0.90122,0.76934,0.64813,0.49885,1.23338,0.00100687,0.00100687,0.00100687
34,568.59,0.86445,0.8777,1.28912,0.9614,0.89098,0.89705,0.77999,0.64664,0.46648,1.22955,0.000986239,0.000986239,0.000986239
35,586.646,0.82751,0.85509,1.25159,0.94202,0.88958,0.88972,0.77009,0.66664,0.46156,1.25018,0.00096561,0.00096561,0.00096561
36,604.229,0.84666,0.87515,1.27416,0.9394,0.88833,0.9007,0.77247,0.64087,0.4569,1.22717,0.000944981,0.000944981,0.000944981
37,622.165,0.85635,0.89318,1.28163,0.92655,0.89386,0.90242,0.76511,0.62946,0.5041,1.20751,0.000924352,0.000924352,0.000924352
38,639.048,0.83034,0.86171,1.24985,0.95278,0.88823,0.89075,0.78151,0.62273,0.45883,1.2151,0.000903722,0.000903722,0.000903722
39,656.679,0.81047,0.82955,1.23598,0.94103,0.88455,0.88463,0.77478,0.62883,0.46589,1.21651,0.000883093,0.000883093,0.000883093
40,674.166,0.81076,0.86842,1.2435,0.95583,0.88209,0.89039,0.78078,0.61076,0.43795,1.21942,0.000862464,0.000862464,0.000862464
41,691.859,0.84266,0.87405,1.27257,0.95605,0.89107,0.89548,0.78541,0.59989,0.45237,1.21019,0.000841835,0.000841835,0.000841835
42,709.717,0.80077,0.84317,1.23503,0.96802,0.88504,0.90239,0.78294,0.63122,0.45798,1.2159,0.000821206,0.000821206,0.000821206
43,726.943,0.83922,0.81136,1.26585,0.95424,0.88477,0.88632,0.78728,0.61314,0.4593,1.21259,0.000800577,0.000800577,0.000800577
44,744.558,0.80502,0.8412,1.24676,0.95763,0.89385,0.89408,0.79564,0.59918,0.46653,1.20868,0.000779948,0.000779948,0.000779948
45,761.99,0.82658,0.85672,1.24799,0.93761,0.89385,0.89526,0.79025,0.60214,0.47471,1.2224,0.000759318,0.000759318,0.000759318
46,779.782,0.7977,0.82493,1.23001,0.95919,0.88698,0.89973,0.80373,0.57463,0.42726,1.18106,0.000738689,0.000738689,0.000738689
47,797.607,0.7873,0.80319,1.2296,0.95351,0.89104,0.89341,0.80108,0.55388,0.41556,1.17364,0.00071806,0.00071806,0.00071806
48,815.293,0.7583,0.79589,1.20349,0.95549,0.89101,0.90686,0.79708,0.55937,0.39543,1.17638,0.000697431,0.000697431,0.000697431
49,833.221,0.75107,0.75511,1.21469,0.96651,0.88532,0.90994,0.80633,0.5301,0.39924,1.14345,0.000676802,0.000676802,0.000676802
50,851.13,0.75722,0.78926,1.21393,0.95919,0.89101,0.90397,0.79805,0.55491,0.42352,1.17286,0.000656173,0.000656173,0.000656173
51,868.663,0.73503,0.75434,1.19862,0.96654,0.89049,0.90103,0.80523,0.55504,0.39271,1.17519,0.000635544,0.000635544,0.000635544
52,885.468,0.76277,0.79242,1.22571,0.95757,0.88995,0.90385,0.80234,0.54235,0.39166,1.15883,0.000614915,0.000614915,0.000614915
53,902.816,0.74199,0.74559,1.20854,0.95374,0.88546,0.89699,0.79809,0.55937,0.40009,1.16249,0.000594286,0.000594286,0.000594286
54,920.172,0.71222,0.73953,1.18799,0.95745,0.88434,0.89667,0.8065,0.53699,0.38226,1.15396,0.000573656,0.000573656,0.000573656
55,937.415,0.70217,0.71299,1.1803,0.95484,0.89059,0.89422,0.80508,0.53369,0.37291,1.1514,0.000553027,0.000553027,0.000553027
56,954.53,0.69673,0.72889,1.18385,0.94607,0.89666,0.892,0.80608,0.50598,0.36499,1.13565,0.000532398,0.000532398,0.000532398
57,971.342,0.69789,0.7373,1.18231,0.95843,0.89127,0.90187,0.81174,0.51655,0.36946,1.1407,0.000511769,0.000511769,0.000511769
58,988.927,0.70281,0.73728,1.17609,0.96989,0.88793,0.89449,0.80861,0.52087,0.36477,1.12759,0.00049114,0.00049114,0.00049114
59,1006.07,0.70594,0.73323,1.18659,0.97248,0.88828,0.90969,0.81835,0.49635,0.34209,1.11481,0.000470511,0.000470511,0.000470511
60,1023.85,0.67894,0.67981,1.16115,0.95672,0.89385,0.89766,0.81297,0.50419,0.35707,1.139,0.000449882,0.000449882,0.000449882
61,1041.44,0.69199,0.71724,1.18488,0.95052,0.89666,0.90414,0.81688,0.50684,0.34891,1.13711,0.000429253,0.000429253,0.000429253
62,1059.25,0.68247,0.68597,1.17443,0.96959,0.89025,0.90334,0.817,0.51837,0.35474,1.16602,0.000408623,0.000408623,0.000408623
63,1076.9,0.67242,0.71864,1.16912,0.95464,0.88969,0.89254,0.81685,0.49244,0.33816,1.14319,0.000387994,0.000387994,0.000387994
64,1094.4,0.64641,0.68645,1.15726,0.95433,0.8986,0.89949,0.81864,0.49317,0.34098,1.15114,0.000367365,0.000367365,0.000367365
65,1111.67,0.64744,0.67941,1.15687,0.96412,0.90049,0.91512,0.82398,0.48626,0.34042,1.13404,0.000346736,0.000346736,0.000346736
66,1128.92,0.62974,0.65083,1.14064,0.95898,0.89841,0.91051,0.82766,0.47403,0.3366,1.11653,0.000326107,0.000326107,0.000326107
67,1146.63,0.63765,0.66373,1.14754,0.96886,0.89488,0.90515,0.82294,0.48628,0.33118,1.14194,0.000305478,0.000305478,0.000305478
68,1164.43,0.6442,0.68701,1.15061,0.97012,0.88874,0.90816,0.83122,0.44479,0.32068,1.10509,0.000284849,0.000284849,0.000284849
69,1182.12,0.63778,0.66581,1.15242,0.96432,0.8882,0.90803,0.82642,0.45926,0.32354,1.11291,0.00026422,0.00026422,0.00026422
70,1199.42,0.6185,0.65513,1.14508,0.96562,0.90311,0.91616,0.82839,0.46172,0.3233,1.11085,0.00024359,0.00024359,0.00024359
71,1255.21,0.41883,0.47491,0.99958,0.9775,0.89104,0.91365,0.82604,0.4677,0.31772,1.1208,0.000222961,0.000222961,0.000222961
72,1272.71,0.4006,0.44887,0.98972,0.97641,0.88826,0.91424,0.83203,0.44997,0.31354,1.11778,0.000202332,0.000202332,0.000202332
73,1290.23,0.38394,0.41931,0.98956,0.97207,0.89385,0.90763,0.83502,0.44393,0.31305,1.1092,0.000181703,0.000181703,0.000181703
74,1308.42,0.39695,0.41686,0.99113,0.96983,0.89805,0.90852,0.83399,0.43631,0.30808,1.11341,0.000161074,0.000161074,0.000161074
75,1326.02,0.38654,0.42136,0.97778,0.96943,0.89822,0.90235,0.83467,0.432,0.30568,1.10594,0.000140445,0.000140445,0.000140445
76,1343.28,0.37048,0.4098,0.97542,0.97426,0.89385,0.8986,0.83553,0.42778,0.30128,1.11373,0.000119816,0.000119816,0.000119816
77,1360.57,0.37151,0.40456,0.97004,0.9665,0.90001,0.90884,0.83901,0.4185,0.30286,1.11307,9.91865e-05,9.91865e-05,9.91865e-05
78,1378.16,0.36462,0.39146,0.96931,0.97657,0.89169,0.90524,0.83873,0.4153,0.2972,1.11462,7.85574e-05,7.85574e-05,7.85574e-05
79,1395.78,0.35446,0.39077,0.96034,0.95894,0.89667,0.90169,0.83635,0.41052,0.29313,1.1086,5.79283e-05,5.79283e-05,5.79283e-05
80,1413.13,0.34989,0.3984,0.96482,0.96227,0.89552,0.90647,0.83702,0.40671,0.29079,1.10476,3.72991e-05,3.72991e-05,3.72991e-05
